num of ratings,avg cost (two people),online_order,table booking,restaurant type,cuisines type,area
138,300.0,Yes,No,Quick Bites,"North Indian, Fast Food","Byresandra,Tavarekere,Madiwala"
608,471.82732241810385,Yes,No,Quick Bites,"Chinese, Thai",Brookefield
179,392.2554329183379,Yes,No,Dessert Parlor,"Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
248,800.0,Yes,No,Casual Dining,"Chinese, Thai, Vietnamese",Bellandur
32,1000.0,No,Yes,Casual Dining,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
42,300.0,No,No,Quick Bites,North Indian,New BEL Road
119,950.5925800146393,Yes,No,"Casual Dining, Cafe","North Indian, Chinese, Seafood",Brigade Road
269,2084.9435366095286,No,Yes,Fine Dining,North Indian,Brigade Road
1521,1012.3003295123746,Yes,Yes,Casual Dining,"Andhra, North Indian",Bannerghatta Road
40,193.2867690126633,No,No,Dessert Parlor,Desserts,Brookefield
278,400.0,Yes,No,Quick Bites,North Indian,Bannerghatta Road
873,1872.917128627618,Yes,No,Casual Dining,"Awadhi, Bengali, North Indian",Brigade Road
40,150.0,No,No,Quick Bites,"Kerala, Coffee",Sarjapur Road
40,737.2564390554701,Yes,No,Quick Bites,"North Indian, Chinese",Bannerghatta Road
861,1800.0,Yes,Yes,Casual Dining,"Asian, Thai",Brigade Road
12,500.0,No,No,Bakery,"Bakery, Desserts",Malleshwaram
40,790.0960895690467,No,Yes,Casual Dining,"South Indian, Chinese, Biryani",Indiranagar
146,1000.0,Yes,Yes,Casual Dining,"Continental, Chinese, Fast Food, Beverages",Koramangala 6th Block
39,100.0,Yes,No,Quick Bites,North Indian,Frazer Town
36,700.0,Yes,No,Casual Dining,"North Indian, South Indian, Chinese, Mexican",Rajajinagar
325,750.0,Yes,Yes,Casual Dining,"Andhra, Biryani, Seafood, North Indian",Kammanahalli
35,250.0,Yes,No,Quick Bites,"North Indian, Chinese",Banashankari
10,700.0,No,No,Casual Dining,"North Indian, Chinese, Continental",Lavelle Road
38,200.0,No,No,Quick Bites,"South Indian, North Indian, Chinese",Indiranagar
40,400.0,Yes,No,"Takeaway, Delivery","Biryani, Mughlai",Whitefield
40,289.81218047281936,Yes,No,Quick Bites,"North Indian, Chinese",HSR
5,150.0,No,No,Quick Bites,South Indian,Lavelle Road
40,1982.0078490282249,No,Yes,"Bar, Casual Dining","Bar Food, North Indian",Electronic City
4,600.0,No,No,Casual Dining,"South Indian, North Indian, Continental, Chinese",Bellandur
196,286.67703545060004,Yes,No,Quick Bites,South Indian,Banashankari
149,300.0,No,No,"Dessert Parlor, Quick Bites","Desserts, Fast Food",New BEL Road
40,250.0,Yes,No,Quick Bites,"South Indian, North Indian, Street Food, Beverages",HSR
110,450.0,Yes,No,Delivery,"Pizza, Fast Food",Marathahalli
128,650.0,Yes,No,Cafe,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",HSR
11,150.0,No,No,Quick Bites,"North Indian, Chinese",HSR
13,200.0,No,No,Dessert Parlor,Ice Cream,Electronic City
234,2423.5644228072506,No,Yes,Fine Dining,"North Indian, Continental, Asian",Malleshwaram
600,2621.9249609722056,No,Yes,"Casual Dining, Bar","Thai, Continental, North Indian",Brigade Road
52,1200.0,No,No,"Takeaway, Delivery","Bakery, Desserts",Brigade Road
7,250.0,No,No,Quick Bites,"Andhra, Biryani",Marathahalli
40,279.5433133697557,No,No,Quick Bites,Biryani,Bellandur
40,200.0,Yes,No,Quick Bites,"Sandwich, Beverages",Banashankari
35,650.0,Yes,No,Cafe,"Cafe, Bakery, Italian",Bellandur
40,800.0,No,No,Casual Dining,North Indian,Bannerghatta Road
255,300.0,Yes,No,Dessert Parlor,"Desserts, Ice Cream",Brookefield
9,550.0,No,No,Casual Dining,"North Indian, South Indian, Chinese",JP Nagar
2581,1300.0,No,Yes,"Bar, Casual Dining","Continental, North Indian","Byresandra,Tavarekere,Madiwala"
210,900.0,Yes,No,Casual Dining,"Chinese, Thai, Momos",Whitefield
114,650.0,Yes,No,Delivery,Biryani,MG Road
127,503.7209574793717,Yes,No,Quick Bites,"North Indian, Rolls",Indiranagar
34,500.0,No,No,Cafe,"Cafe, Beverages, Fast Food",Bannerghatta Road
6,450.0,No,No,Casual Dining,"South Indian, North Indian, Chinese",Jayanagar
217,440.19024452417375,Yes,No,Delivery,North Indian,Brookefield
40,300.0,No,No,Quick Bites,"Kerala, South Indian",Electronic City
2004,1342.2192949748915,Yes,No,"Casual Dining, Microbrewery","Continental, Mediterranean, European",Brigade Road
40,1000.0,No,No,"Casual Dining, Bar","Cafe, Desserts, Fast Food",Indiranagar
40,500.0,Yes,No,Delivery,"Hyderabadi, Biryani, Andhra",HSR
140,600.0,No,No,Casual Dining,North Indian,Lavelle Road
15,316.5499774663656,Yes,No,Quick Bites,Fast Food,Marathahalli
27,200.0,No,No,Delivery,"Fast Food, Sandwich, Salad, Healthy Food",HSR
61,450.0,Yes,No,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich","Byresandra,Tavarekere,Madiwala"
1564,1488.2869389430932,Yes,Yes,Casual Dining,"Steak, Italian, Continental, American, Burger, BBQ, Salad",Indiranagar
605,1079.2001932771232,Yes,Yes,Casual Dining,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",Bellandur
40,800.0,No,No,Casual Dining,North Indian,Bannerghatta Road
146,665.2722960969493,Yes,Yes,Cafe,"Cafe, Continental, American, Burger",Brigade Road
619,298.47699345549296,Yes,No,Quick Bites,"Tibetan, Chinese, Momos","Byresandra,Tavarekere,Madiwala"
2486,450.0,No,No,Casual Dining,"South Indian, Biryani",JP Nagar
4,250.0,Yes,No,Quick Bites,"Chinese, Street Food, Rolls",Malleshwaram
67,700.0,Yes,No,Casual Dining,North Indian,Banashankari
41,1400.0,Yes,No,Casual Dining,"North Indian, Continental, Chinese, Asian, Thai",Brigade Road
12,650.0,No,No,Quick Bites,"Continental, North Indian, South Indian",Koramangala 4th Block
3452,619.7155237090582,Yes,No,Casual Dining,"Biryani, Seafood, Andhra, North Indian","Byresandra,Tavarekere,Madiwala"
6,500.0,Yes,No,Quick Bites,North Indian,Bannerghatta Road
1305,1190.1545415462676,Yes,Yes,Casual Dining,North Indian,Bannerghatta Road
371,1000.0,No,Yes,Casual Dining,"North Indian, Continental, Chinese, South Indian",Jayanagar
4,800.0,No,No,"Casual Dining, Bar","Continental, Chinese",JP Nagar
126,200.0,No,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
40,200.0,No,No,Dessert Parlor,"Desserts, Ice Cream",Kalyan Nagar
18,300.0,Yes,No,Quick Bites,North Indian,Marathahalli
21,200.0,No,No,Takeaway,"Bakery, Desserts",Bellandur
22,600.0,Yes,No,Bakery,"Bakery, Desserts",Indiranagar
12,400.0,No,No,Quick Bites,"South Indian, North Indian, Chinese, Kerala",Kammanahalli
111,400.0,Yes,No,Dessert Parlor,"Desserts, Cafe",Lavelle Road
40,200.0,No,No,Quick Bites,"Fast Food, Beverages",Electronic City
40,400.0,Yes,No,Casual Dining,"Bakery, Desserts",Bellandur
55,394.8834493554524,No,No,Casual Dining,"North Indian, Kebab",Kalyan Nagar
128,600.0,Yes,No,Quick Bites,"Arabian, Pizza, Greek, Lebanese, Mediterranean",Frazer Town
40,200.0,Yes,No,Quick Bites,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala"
289,400.0,Yes,No,Quick Bites,"American, Burger, Fast Food",Bannerghatta Road
22,634.2225524778904,Yes,No,Casual Dining,"North Indian, Fast Food, Chinese, Beverages","Byresandra,Tavarekere,Madiwala"
1574,1546.8024700680908,No,Yes,"Microbrewery, Casual Dining","Continental, Finger Food, Pizza",Bellandur
4,300.0,No,No,Quick Bites,"North Indian, Biryani",Jayanagar
1192,982.658686480872,No,Yes,"Casual Dining, Bar","Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad","Byresandra,Tavarekere,Madiwala"
251,3309.474924275804,No,Yes,Fine Dining,"Italian, European, Mediterranean",Malleshwaram
40,300.0,No,No,Quick Bites,"North Indian, South Indian, Chinese, Fast Food",Brookefield
690,500.0,Yes,No,Casual Dining,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
40,800.0,No,No,Casual Dining,"South Indian, North Indian, Chinese",Brigade Road
18,382.81705396423416,Yes,No,Delivery,Biryani,Brookefield
147,350.0,Yes,No,Delivery,Biryani,HSR
26,300.0,Yes,No,Dessert Parlor,Chinese,Malleshwaram
443,700.0,Yes,Yes,Casual Dining,"North Indian, Maharashtrian, South Indian",Brookefield
37,827.8368481662657,No,No,Cafe,"North Indian, Chinese, Continental",Brookefield
40,300.0,No,No,Quick Bites,Fast Food,Bellandur
45,300.0,No,No,Quick Bites,"Fast Food, Burger",Koramangala 4th Block
7,600.0,No,No,Cafe,"Cafe, Continental",Indiranagar
17,400.0,Yes,No,Dessert Parlor,Desserts,Malleshwaram
610,500.0,Yes,No,Casual Dining,Assamese,"Byresandra,Tavarekere,Madiwala"
115,1000.0,No,No,"Casual Dining, Cafe","Lebanese, Mediterranean, Cafe",Brigade Road
103,600.0,Yes,No,Casual Dining,North Indian,Bannerghatta Road
886,756.0205795929817,Yes,Yes,Casual Dining,"North Indian, Chinese",Bellandur
72,798.4268665849946,Yes,No,Casual Dining,"North Indian, Chinese, Biryani",Bellandur
69,782.7858318061348,Yes,No,Casual Dining,"South Indian, North Indian, Chinese",Malleshwaram
40,800.0,No,No,Casual Dining,"Continental, Seafood, Biryani, Desserts, North Indian, Chinese, Bakery, Kebab",Bannerghatta Road
357,300.0,No,No,Quick Bites,"North Indian, Biryani",Brigade Road
798,450.0,Yes,No,Delivery,"North Indian, South Indian, Chinese, Continental",Bellandur
4,500.0,No,No,Casual Dining,"Chinese, Nepalese, Tibetan",Sarjapur Road
278,453.74574931755745,Yes,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
191,250.0,Yes,No,"Beverage Shop, Quick Bites","Beverages, Fast Food, Tea",Brookefield
40,259.92958331655336,No,No,Bakery,Bakery,HSR
30,400.0,No,No,Quick Bites,"North Indian, Chinese, South Indian",Koramangala 4th Block
186,3000.0,No,Yes,Fine Dining,Continental,Church Street
40,300.0,No,No,Quick Bites,"Kerala, South Indian, Biryani","Byresandra,Tavarekere,Madiwala"
163,400.0,Yes,No,Quick Bites,South Indian,Malleshwaram
73,658.3839053593842,Yes,No,Cafe,"Cafe, Desserts","Byresandra,Tavarekere,Madiwala"
34,200.0,Yes,No,"Bakery, Dessert Parlor","Desserts, Bakery",HSR
10,600.0,No,No,Casual Dining,North Indian,Indiranagar
345,1500.0,No,Yes,"Casual Dining, Bar","Asian, Continental, European, Mediterranean",Brookefield
48,1783.2638836221827,No,No,Lounge,Finger Food,Brigade Road
40,800.0,Yes,No,Casual Dining,"North Indian, Chinese, Continental",Bellandur
650,2000.0,Yes,No,Casual Dining,North Indian,Whitefield
71,450.0,Yes,No,Casual Dining,"Andhra, South Indian, North Indian",Kalyan Nagar
29,400.0,No,No,Quick Bites,"North Indian, Chinese, Biryani",Kalyan Nagar
646,728.8884938909166,Yes,No,Cafe,"Cafe, Healthy Food, South Indian",Malleshwaram
130,200.0,No,No,Quick Bites,South Indian,Banashankari
1022,1540.9732302638506,No,Yes,"Bar, Casual Dining","Continental, North Indian, Italian",Indiranagar
40,600.0,No,No,Casual Dining,"Biryani, North Indian, Chinese",New BEL Road
18,200.0,Yes,No,Quick Bites,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
287,450.0,No,No,Casual Dining,"Andhra, Biryani, North Indian",Indiranagar
40,1012.2529953345518,No,Yes,Casual Dining,"Continental, Italian, Chinese",Koramangala 4th Block
17,300.0,No,No,Cafe,"Cafe, Beverages",Indiranagar
275,100.0,Yes,No,Quick Bites,South Indian,Banashankari
40,200.0,Yes,No,Quick Bites,Fast Food,Kalyan Nagar
325,1800.0,No,Yes,Casual Dining,"Seafood, Kerala",Indiranagar
21,300.0,No,No,Quick Bites,Biryani,Malleshwaram
27,700.0,Yes,No,Casual Dining,"Hyderabadi, Biryani",HSR
281,500.0,Yes,No,Casual Dining,North Indian,Lavelle Road
51,420.3889017203081,No,No,Quick Bites,"North Indian, Chinese",Frazer Town
40,300.0,Yes,No,Quick Bites,"North Indian, Fast Food",Kalyan Nagar
448,1201.6751314077544,Yes,Yes,Casual Dining,"Continental, Finger Food, Seafood, Pizza",Kalyan Nagar
40,357.56652529974195,Yes,No,Quick Bites,"Biryani, North Indian",Brookefield
2377,1400.0,Yes,No,"Bar, Casual Dining","European, Italian, Desserts, Salad, Juices, Steak",Brigade Road
172,3221.5168531688096,No,Yes,Fine Dining,Chinese,Indiranagar
8,600.0,No,No,Casual Dining,"Biryani, South Indian, North Indian, Chinese, Andhra","Byresandra,Tavarekere,Madiwala"
353,1164.0135004111298,Yes,Yes,Casual Dining,"European, Italian, Asian",Indiranagar
23,1200.0,No,No,Casual Dining,"North Indian, Chinese, Mangalorean, Andhra",Electronic City
37,800.0,Yes,No,Casual Dining,"Asian, Continental, European",Bannerghatta Road
332,375.2397882303788,Yes,No,Quick Bites,North Indian,Bannerghatta Road
40,200.0,Yes,No,Quick Bites,Chinese,Bannerghatta Road
580,909.8326792476479,No,Yes,Cafe,"Cafe, Beverages, Healthy Food","Byresandra,Tavarekere,Madiwala"
19,199.41719341856458,Yes,No,"Takeaway, Delivery","North Indian, Juices",Electronic City
118,1000.0,Yes,No,Casual Dining,"Continental, Chinese, Steak",Brigade Road
40,255.76973210894587,Yes,No,"Takeaway, Delivery",North Indian,Electronic City
34,300.0,Yes,No,Quick Bites,"Rolls, Chinese, Fast Food",Bannerghatta Road
40,100.0,No,No,Dessert Parlor,Ice Cream,Brookefield
40,300.0,Yes,No,"Takeaway, Delivery",North Indian,Electronic City
275,768.4772981952237,Yes,Yes,Casual Dining,South Indian,Kalyan Nagar
423,1410.2997938442143,No,No,Casual Dining,North Indian,Brookefield
40,200.0,No,No,Quick Bites,"Biryani, Fast Food",Malleshwaram
148,895.0291088398585,Yes,No,Casual Dining,"Biryani, North Indian, Kebab",Brigade Road
94,600.0,Yes,No,Cafe,"Cafe, Beverages",Indiranagar
9,150.0,No,No,Quick Bites,"Juices, Fast Food","Byresandra,Tavarekere,Madiwala"
6,600.0,No,No,Casual Dining,North Indian,Brookefield
40,697.0737118753033,Yes,No,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",Bannerghatta Road
336,592.4641791128637,Yes,No,Casual Dining,"South Indian, North Indian, Chinese",Brookefield
469,750.0,Yes,No,Casual Dining,"North Indian, Chinese, Beverages",Banashankari
40,312.4615175394472,Yes,No,Quick Bites,"Chinese, North Indian, Biryani, Arabian",Bannerghatta Road
40,683.8076993367787,Yes,No,Cafe,"Cafe, Beverages",Indiranagar
6,400.0,No,No,Casual Dining,South Indian,Basavanagudi
40,258.4240833443888,Yes,No,Quick Bites,North Indian,Bellandur
40,200.0,No,No,Quick Bites,Fast Food,Old Airport Road
17,600.0,No,No,"Quick Bites, Dessert Parlor","Fast Food, Desserts",Bannerghatta Road
40,95.99435964264748,No,No,Quick Bites,Fast Food,Banashankari
116,650.0,No,No,Casual Dining,"Andhra, South Indian, North Indian",Indiranagar
40,150.0,No,No,Quick Bites,"Fast Food, Beverages",Electronic City
98,550.0,Yes,No,Casual Dining,"North Indian, Mughlai, Chinese, Beverages",Lavelle Road
19,600.0,No,No,Casual Dining,"South Indian, Chinese, Biryani",Bannerghatta Road
509,312.61559635348436,Yes,No,Quick Bites,"Chinese, North Indian, Rolls",Indiranagar
40,500.0,Yes,No,Quick Bites,North Indian,Banashankari
242,406.7075137430328,No,No,Quick Bites,Cafe,Indiranagar
667,448.4823097233498,Yes,No,Quick Bites,"Tibetan, Nepalese, Momos",HSR
24,150.0,Yes,No,Beverage Shop,"Beverages, Healthy Food",Kalyan Nagar
241,400.0,Yes,No,Quick Bites,"North Indian, Rolls",Indiranagar
36,200.0,No,No,Quick Bites,South Indian,JP Nagar
367,600.0,Yes,No,Cafe,"Cafe, Continental, Mexican","Byresandra,Tavarekere,Madiwala"
40,250.0,Yes,No,Quick Bites,"Biryani, Hyderabadi, Kebab",Kalyan Nagar
4,1000.0,No,No,"Casual Dining, Bar","North Indian, Chinese",Lavelle Road
40,367.2702994208898,No,No,Quick Bites,"North Indian, Chinese",Whitefield
3274,2365.210881489259,No,Yes,Lounge,"Russian, Continental, North Indian",Indiranagar
209,655.425029777407,Yes,No,Casual Dining,"Chinese, Continental, North Indian, Mughlai, Steak",Brigade Road
614,751.6592564026853,Yes,Yes,Casual Dining,"Bengali, Seafood",Brookefield
24,200.0,Yes,No,Quick Bites,Biryani,Malleshwaram
471,404.0801228959221,Yes,No,Quick Bites,"Street Food, North Indian",Brookefield
174,800.0,Yes,No,"Casual Dining, Bar","Andhra, North Indian, Chinese",Rajajinagar
1829,1500.0,Yes,Yes,"Casual Dining, Bar","Finger Food, Asian, European, Italian","Byresandra,Tavarekere,Madiwala"
2140,1666.9682691491869,No,Yes,Casual Dining,"North Indian, Mughlai",Brigade Road
275,450.0,Yes,No,Quick Bites,"Chinese, North Indian, Fast Food",Electronic City
481,406.2808629759309,Yes,No,Quick Bites,"Tibetan, Nepalese, Momos","Byresandra,Tavarekere,Madiwala"
40,800.0,No,No,Casual Dining,"Andhra, Biryani, Chinese, North Indian",Bannerghatta Road
2507,2318.3086332029766,No,Yes,Fine Dining,"North Indian, Continental, Italian",Brigade Road
122,609.3776526257017,Yes,No,Delivery,"Biryani, North Indian, Chinese",Brookefield
270,3000.0,No,Yes,Fine Dining,"North Indian, Lucknowi, Afghan",Lavelle Road
1143,1200.0,Yes,Yes,"Casual Dining, Bar","Chinese, Thai, Seafood, North Indian, Momos",Brigade Road
589,600.0,Yes,No,Casual Dining,"Andhra, North Indian, Chinese, Biryani",Malleshwaram
38,548.941924254044,No,No,Casual Dining,"Andhra, Biryani, Chinese, North Indian",Bannerghatta Road
20,300.0,No,No,Delivery,Juices,Indiranagar
256,1199.2581795487763,No,No,Casual Dining,"Seafood, Continental, North Indian, South Indian",Indiranagar
163,500.0,Yes,No,Quick Bites,"Continental, Fast Food, Street Food, Momos",Banashankari
1008,1341.1865075646444,Yes,Yes,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",Kalyan Nagar
124,750.0,Yes,No,Casual Dining,"Biryani, North Indian, Chinese, Seafood",Banashankari
212,900.0,Yes,No,Casual Dining,"North Indian, South Indian",Malleshwaram
225,800.0,Yes,Yes,Casual Dining,"North Indian, Biryani, Andhra, Chinese",Bellandur
329,974.6951410336991,Yes,Yes,Casual Dining,"North Indian, Pizza, Fast Food",Brookefield
1058,1110.9026115309296,No,Yes,"Pub, Casual Dining",Finger Food,Marathahalli
858,1490.9977781887912,Yes,Yes,Casual Dining,"Continental, Mexican, Chinese, North Indian",Basavanagudi
21,300.0,Yes,No,Quick Bites,"Chinese, Beverages",Kalyan Nagar
65,200.0,No,No,Quick Bites,"Street Food, Mithai",Indiranagar
270,531.9229906118521,Yes,Yes,Casual Dining,"Biryani, Chinese, Mughlai, Andhra",Kalyan Nagar
2283,1700.0,No,Yes,"Pub, Microbrewery","Continental, BBQ, Finger Food",Whitefield
20,700.0,No,No,Casual Dining,"Chinese, North Indian, South Indian",Electronic City
42,600.0,No,No,Casual Dining,"North Indian, Chinese",Brookefield
19,400.0,No,No,Quick Bites,"North Indian, Chinese, South Indian",Koramangala 4th Block
21,650.0,No,No,Casual Dining,"South Indian, North Indian, Chinese",Basavanagudi
220,600.0,Yes,No,Delivery,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",Bellandur
496,698.5695297781808,Yes,No,Casual Dining,North Indian,"Byresandra,Tavarekere,Madiwala"
1275,400.0,No,No,Cafe,Cafe,Old Airport Road
177,281.614107681882,Yes,No,Quick Bites,Fast Food,"Byresandra,Tavarekere,Madiwala"
481,1158.5516227145627,No,Yes,Quick Bites,"Chinese, Continental, North Indian, Finger Food",HSR
40,200.0,No,No,Quick Bites,Beverages,"Byresandra,Tavarekere,Madiwala"
22,400.0,Yes,No,"Takeaway, Delivery","Chinese, North Indian, Bengali",Electronic City
84,488.16976740575274,Yes,No,Casual Dining,"Healthy Food, North Indian, South Indian",Brigade Road
947,971.6046542014458,Yes,Yes,Casual Dining,"Continental, Mexican, Chinese, North Indian",Basavanagudi
235,800.0,Yes,Yes,Casual Dining,"Mughlai, North Indian","Byresandra,Tavarekere,Madiwala"
66,1075.325432242852,No,No,Dessert Parlor,Desserts,Malleshwaram
5,300.0,No,No,Quick Bites,"North Indian, Chinese",Electronic City
402,1018.527685033354,Yes,No,Casual Dining,"North Indian, Chinese",Church Street
518,299.67678211051447,No,No,Quick Bites,South Indian,Banashankari
40,170.9466488991973,Yes,No,Quick Bites,Fast Food,Bannerghatta Road
18,850.0,No,No,"Takeaway, Delivery",Desserts,Koramangala 4th Block
186,400.0,Yes,No,Dessert Parlor,Desserts,"Byresandra,Tavarekere,Madiwala"
721,1500.0,No,Yes,"Pub, Casual Dining","Continental, Finger Food",Marathahalli
206,663.1284279286439,Yes,No,Casual Dining,"Seafood, South Indian, North Indian",Banashankari
22,200.0,No,No,Quick Bites,Biryani,Bellandur
2392,1500.0,No,No,"Casual Dining, Microbrewery",Modern Indian,Brigade Road
40,300.0,No,No,Quick Bites,"North Indian, South Indian",Brookefield
453,2675.883265596077,No,Yes,Fine Dining,Chinese,Brigade Road
27,250.0,Yes,No,Quick Bites,"Burger, Fast Food, Beverages",Kalyan Nagar
22,500.0,Yes,No,Quick Bites,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala"
20,600.0,Yes,No,Casual Dining,"Chettinad, Mangalorean, South Indian, North Indian",Frazer Town
90,400.0,Yes,No,Quick Bites,South Indian,Malleshwaram
40,600.0,No,No,Casual Dining,"North Indian, South Indian, Chinese",Brigade Road
40,700.0,Yes,No,Casual Dining,"North Indian, Chinese",Brookefield
18,400.0,Yes,No,Quick Bites,"South Indian, North Indian",Bannerghatta Road
22,700.0,Yes,No,Casual Dining,"North Indian, Chinese",HSR
254,800.0,Yes,No,Casual Dining,"Biryani, North Indian",Bannerghatta Road
375,467.441026698474,Yes,No,Quick Bites,North Indian,Malleshwaram
22,200.0,No,No,Quick Bites,"Mithai, Street Food",JP Nagar
4,600.0,No,No,"Food Court, Casual Dining","North Indian, Biryani",Bannerghatta Road
502,500.0,No,No,Cafe,Cafe,Indiranagar
405,1500.0,Yes,Yes,Casual Dining,"Salad, Healthy Food, Italian, Juices, Mexican, Pizza",Kalyan Nagar
40,250.0,Yes,No,Quick Bites,"Desserts, Ice Cream",Bellandur
47,185.2041665890594,Yes,No,Quick Bites,South Indian,New BEL Road
230,141.37013661239592,No,No,Bakery,Bakery,Frazer Town
196,276.5296579005371,Yes,No,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Banashankari
17,400.0,Yes,No,"Beverage Shop, Quick Bites","Fast Food, Beverages",Whitefield
40,600.0,Yes,No,Delivery,South Indian,MG Road
16,500.0,No,No,Quick Bites,"Mughlai, Biryani, Rolls",Frazer Town
190,250.0,No,No,Quick Bites,Street Food,Malleshwaram
44,500.0,Yes,No,Quick Bites,"North Indian, Chinese, Oriya",Marathahalli
307,250.0,Yes,No,Quick Bites,"Chinese, Fast Food, North Indian, Rolls",Electronic City
42,400.0,Yes,No,Dessert Parlor,"Desserts, Ice Cream",Koramangala 7th Block
55,805.1307141268143,No,No,Casual Dining,North Indian,Brookefield
15,250.0,No,No,Quick Bites,"Chinese, Rolls, Momos",HSR
257,600.0,Yes,No,Quick Bites,"North Indian, Chinese",Kalyan Nagar
40,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Indiranagar
939,900.0,Yes,No,Cafe,"Cafe, European, Continental","Byresandra,Tavarekere,Madiwala"
3637,785.0051203502732,No,No,Cafe,"Chinese, American, Continental, Italian, North Indian","Byresandra,Tavarekere,Madiwala"
9,400.0,No,No,Delivery,"Biryani, North Indian, Kebab",Koramangala 4th Block
40,400.0,Yes,No,Beverage Shop,"Beverages, Desserts",HSR
2736,1332.4337097792927,Yes,Yes,"Casual Dining, Bar","European, North Indian, Mediterranean, Asian, Salad",Bellandur
40,158.28740884826104,No,No,Beverage Shop,"Beverages, Desserts",Brigade Road
40,286.16651519969815,Yes,No,Delivery,"North Indian, Chinese",Whitefield
55,593.5334517062759,No,No,Casual Dining,"North Indian, Chinese",Brookefield
34,200.0,No,No,Quick Bites,Chinese,Basavanagudi
10,200.0,No,No,Dessert Parlor,"Desserts, Ice Cream","Byresandra,Tavarekere,Madiwala"
16,485.0305748197226,No,No,Casual Dining,"Fast Food, Chinese, North Indian, Biryani",Koramangala 4th Block
40,300.0,Yes,No,Delivery,"North Indian, Continental",Bannerghatta Road
10,700.0,No,No,Casual Dining,"North Indian, Chinese, Mughlai",Kammanahalli
34,200.0,No,No,Quick Bites,South Indian,HSR
340,1700.0,Yes,Yes,Casual Dining,"BBQ, Continental, North Indian, Pizza, European",Bellandur
92,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
6,700.0,No,No,Cafe,"Cafe, Desserts",Frazer Town
40,1200.0,No,No,Casual Dining,"North Indian, South Indian, Continental, Asian",HSR
40,300.0,Yes,No,Quick Bites,"Chinese, Thai",Indiranagar
16,300.0,No,No,Quick Bites,Biryani,Bannerghatta Road
206,100.0,No,No,Quick Bites,South Indian,Banashankari
89,300.0,Yes,No,Quick Bites,"Fast Food, Street Food",Malleshwaram
141,700.0,No,No,Casual Dining,"South Indian, North Indian, Chinese",Whitefield
207,975.0207957541202,Yes,Yes,Casual Dining,"Asian, Chinese, Thai, Seafood, Momos",Kalyan Nagar
242,400.0,Yes,No,Quick Bites,North Indian,Brookefield
128,200.0,Yes,No,Dessert Parlor,"Ice Cream, Desserts",Jayanagar
21,350.0,No,No,Quick Bites,"Kerala, South Indian, Chinese",Koramangala 4th Block
44,400.0,Yes,No,Quick Bites,"Rolls, North Indian, Mughlai",Electronic City
61,400.0,Yes,No,Quick Bites,"Arabian, North Indian",Sarjapur Road
31,500.0,Yes,No,Casual Dining,North Indian,"Byresandra,Tavarekere,Madiwala"
521,550.0,No,No,Cafe,"Cafe, Continental, Italian",Bannerghatta Road
40,500.0,Yes,No,Casual Dining,"North Indian, South Indian, Chinese, Beverages",Kalyan Nagar
1294,800.0,Yes,Yes,Casual Dining,"North Indian, Chinese, Thai, Mughlai, Seafood",Bannerghatta Road
24,400.0,No,No,"Cafe, Dessert Parlor","Cafe, Desserts",Malleshwaram
40,400.0,No,No,"Cafe, Dessert Parlor","Cafe, Desserts, Fast Food",Jayanagar
28,377.6821367240281,Yes,No,Quick Bites,"North Indian, Fast Food",Banashankari
103,528.169767535632,No,No,Cafe,Cafe,HSR
213,700.0,Yes,No,Casual Dining,"Mexican, Continental, Italian, Chinese","Byresandra,Tavarekere,Madiwala"
107,250.0,No,No,Dessert Parlor,"Desserts, Ice Cream",Malleshwaram
334,550.0,Yes,No,Casual Dining,"Andhra, South Indian, North Indian",Brigade Road
137,1000.0,No,Yes,Bar,"Finger Food, North Indian, Chinese",Koramangala 7th Block
757,1084.4431907352757,Yes,Yes,"Casual Dining, Bar","Chinese, Momos",Brigade Road
2229,3000.0,Yes,Yes,"Fine Dining, Lounge","Japanese, Asian",Brigade Road
16,150.0,Yes,No,Beverage Shop,"Beverages, Juices, Ice Cream","Byresandra,Tavarekere,Madiwala"
40,300.0,No,No,Quick Bites,"South Indian, North Indian, Chinese",Brigade Road
40,200.0,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",Brigade Road
212,1200.0,No,Yes,Casual Dining,"Modern Indian, North Indian",Malleshwaram
